id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1562643,Renovated 1904 Capitol Hill classic,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Entire home/apt,208,3,71,2021-01-03,0.93,3,172
1579615,"Ballard, Seattle cozy studio apt. with king bed",8403307,Mario,Ballard,Adams,47.67566,-122.38795,Entire home/apt,119,2,214,2021-03-26,2.32,2,314
1588658,Walk to Campus From a New University District Apartment,3593244,,University District,University District,47.66918,-122.31628,Entire home/apt,193,2,64,2021-01-22,2.19,1,127
1588941,Private backyard studio in Ballard,5692720,Amy,Ballard,Whittier Heights,47.68363,-122.37323,Private room,85,2,99,2020-09-27,2.15,1,237
1589681,Ballard Cottage,681242,Heather,Ballard,Loyal Heights,47.67876,-122.38309,Entire home/apt,65,1,295,2021-02-27,4.42,1,65
1589732,Relaxing Short walk to UW (5),3074414,Melissa,University District,University District,47.65852,-122.3177,Entire home/apt,78,30,25,2019-08-11,0.27,74,365
1593991,"Sequim, Olympic Mountains Wa",8501598,Stan,Other neighborhoods,North Beach/Blue Ridge,47.69209,-122.38349,Private room,150,30,46,2015-10-06,0.56,2,365
1594219,Seattle Rock n' Roll Room w/Queen Bed,197690,Trishann,Other neighborhoods,Broadview,47.71468,-122.35635,Private room,48,59,80,2019-10-20,0.88,3,257
1594313,Seattle Rock n' Roll Room w/King Bed,197690,Trishann,Other neighborhoods,Broadview,47.71403,-122.35597,Private room,46,59,81,2019-09-29,0.88,3,257
1599010,Center UW Large Wood Floor King bed walk UW (104),3074414,Melissa,University District,University District,47.66112,-122.31464,Entire home/apt,75,30,15,2020-10-29,0.19,74,238
1603408,"Short walk to UW, Remodeled Serene (47)",3074414,Melissa,University District,University District,47.6585,-122.31727,Entire home/apt,85,3,42,2020-02-21,0.46,74,365
1628210,"2 Bed, Full Bath with private patio",8654046,Ronda,Other neighborhoods,Phinney Ridge,47.68032,-122.35042,Entire home/apt,150,2,20,2020-05-16,0.29,1,1
1629525,Forest Street Guest House,8660724,Deb,Beacon Hill,North Beacon Hill,47.57638,-122.30253,Private room,40,30,2,2018-11-30,0.06,2,298
1647216,"Center UW New, Fancy & Cute, 04",3074414,Melissa,University District,University District,47.66243,-122.31393,Entire home/apt,71,30,22,2020-07-30,0.27,74,360
1684236,Seattle Downtown Attractions & Convention Center,8905591,David,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,70,30,182,2020-11-22,2.01,1,305
1686930,Walk to Space Needle Vintage View House,8916363,Paige,Queen Anne,West Queen Anne,47.63059,-122.36509,Entire home/apt,200,1,368,2021-03-25,4.04,2,53
1687322,Modern spacious 1bd downtown,5040664,Adam,Capitol Hill,Broadway,47.61554,-122.32738,Entire home/apt,500,30,31,2016-06-03,0.34,1,179
1696015,Waterfront on Northshore of Seattle's Elliott Bay,8956137,William,Magnolia,Briarcliff,47.63232,-122.39463,Entire home/apt,375,30,41,2020-08-25,0.48,3,272
1696194,WATERFRONT BEACH BUNGALOW,8956137,William,Magnolia,Briarcliff,47.63236,-122.39476,Entire home/apt,165,30,54,2019-09-02,0.64,3,231
1696389,Luxury  View Home Queen Anne Neighborhood,8956137,William,Queen Anne,West Queen Anne,47.63149,-122.37212,Entire home/apt,210,30,2,2021-01-30,0.07,3,226
1716901,Charming one bed apt - Capitol Hill,3650951,Candace,Capitol Hill,Broadway,47.6203,-122.32529,Entire home/apt,70,3,101,2020-03-10,1.43,1,107
1737244,Your Warm  Retreat,9148911,Constance,Other neighborhoods,Windermere,47.67105,-122.27891,Private room,71,30,39,2019-07-31,0.53,1,365
1758935,Ethiopian cottage #1/Private Bath,3401993,Beth,Rainier Valley,Mount Baker,47.57005,-122.285,Private room,45,30,513,2018-10-15,5.64,2,358
1764100,Center UW Chic Clean & Comfy 309,3074414,Melissa,University District,University District,47.66316,-122.31276,Entire home/apt,90,30,50,2020-10-01,0.55,74,279
1773803,View Emerald City Jewel Apt UW 1BD Great Location,8026420,Sheldon,University District,University District,47.6568,-122.31299,Entire home/apt,92,30,304,2019-12-08,3.34,2,365
1775016,Master Suite A in Capitol Hill Home,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Private room,71,1,323,2020-10-15,4.10,3,324
1802663,Urban Oasis Within Wallingford home,9450725,Ron,Other neighborhoods,Wallingford,47.65428,-122.33766,Entire home/apt,107,2,252,2021-03-25,2.78,1,173
1807936,JazzBb,3464851,Ev,Northgate,Maple Leaf,47.7011,-122.31481,Entire home/apt,100,30,26,2019-11-10,0.55,1,363
1820794,Cozy Guest Suite with Covered Backyard Patio,9533123,Pam,Queen Anne,East Queen Anne,47.63089,-122.34815,Entire home/apt,124,2,424,2021-03-23,4.81,1,259
1851863,Perfect Home away from home near Green Lake Park,9671138,Susanna,Northgate,North College Park,47.6971,-122.34456,Entire home/apt,82,30,44,2019-11-25,0.49,1,204
1900698,Glam Room in Diverse Neighborhood,3118422,Julie,Rainier Valley,Columbia City,47.55306,-122.28104,Private room,35,30,200,2021-01-30,2.24,1,259
1905473,Central District Bungalow -,9890727,Stephen,Central Area,Mann,47.60527,-122.29879,Private room,75,30,7,2016-09-06,0.08,1,365
1909058,Queen Anne Private Bed and Bath,2497928,Gary And Beth,Queen Anne,West Queen Anne,47.63812,-122.37077,Private room,90,2,141,2019-10-22,1.61,1,305
1925661,Large 1BD w/bath/walkin closet; parking included,9975709,Bea,Beacon Hill,North Beacon Hill,47.57779,-122.30258,Private room,45,30,105,2020-02-29,1.27,1,84
1928010,Master Suite B in Capitol Hill Home,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Private room,71,1,430,2021-03-02,4.86,3,317
1935439,Sunny Private Room by Carkeek Park,10014839,Timothy,Other neighborhoods,Greenwood,47.7033,-122.36073,Private room,30,31,12,2021-01-25,0.15,2,232
1950012,Artists' Retreat,5304351,Joe,Other neighborhoods,Georgetown,47.54544,-122.31913,Private room,50,30,34,2015-05-30,0.42,1,316
1956094,Entire Finished Basement in Ballard,9337200,Brian,Ballard,Loyal Heights,47.68273,-122.3899,Entire home/apt,90,1,391,2021-02-26,4.42,1,0
1956274,Sweet Ballard Apartment for Two,7466082,Vera,Ballard,Adams,47.66869,-122.39609,Entire home/apt,125,3,183,2021-02-18,2.12,1,280
1976382,Modern luxury on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.6218,-122.32525,Entire home/apt,119,2,85,2021-01-31,0.99,7,333
1983713,Private  Retreat in the City,10235544,Scott (Aka Skip),Central Area,Leschi,47.59181,-122.29372,Entire home/apt,99,10,48,2019-12-30,0.57,5,179
2026794,"Cozy charming 1905 cottage, W room",10392662,Sheryl,Other neighborhoods,Wallingford,47.6593,-122.3331,Private room,50,30,243,2020-03-06,2.78,1,90
2033191,Green Lake VIEW 2 Bed 1 Bath Apt,10437300,Paul,Other neighborhoods,Green Lake,47.67612,-122.33221,Entire home/apt,180,3,135,2020-11-15,1.62,1,0
2037250,Bedroom with Private Spa-like Bath,1865986,Sheldon,Other neighborhoods,Greenwood,47.68434,-122.3572,Private room,100,3,66,2019-11-11,0.77,2,335
2069917,1 Bdrm N. Beacon Hill Apt-East Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57272,-122.30735,Entire home/apt,70,3,85,2020-10-19,1.14,2,321
2150760,Seward Park Cottage,10977007,Michelle,Seward Park,Seward Park,47.55244,-122.27069,Entire home/apt,93,2,150,2021-02-12,1.76,1,71
2197168,Adorable Cottage near Light Rail,11206862,Tammi,Beacon Hill,North Beacon Hill,47.58002,-122.30686,Entire home/apt,125,7,167,2021-02-12,1.92,1,174
2215336,2 bed Greenlake Apt- low season monthly rates,11299221,Kelly,Other neighborhoods,Green Lake,47.67373,-122.33457,Entire home/apt,99,4,81,2021-02-24,1.00,4,215
2267862,Ballard Modern Studio,11580391,Shawn,Ballard,West Woodland,47.66405,-122.36742,Entire home/apt,115,30,44,2020-06-08,0.76,1,199
2297917,Carkeek Retreat,11737076,Donna,Other neighborhoods,Broadview,47.70942,-122.36323,Entire home/apt,100,2,107,2021-03-05,1.24,1,274
2298775,Secluded Setting in North Seattle B,225830,Lee & Steve,Lake City,Victory Heights,47.70145,-122.30822,Private room,60,7,74,2020-08-31,0.88,1,345
2358140,Short walk to UW Clean Just Right 3,3074414,Melissa,University District,University District,47.65918,-122.31589,Entire home/apt,76,2,36,2020-09-19,0.42,74,365
2391699,Hidden Artistic GEM & BEST of Seattle-Super Clean,1123549,Sandy,Other neighborhoods,Fremont,47.65401,-122.34515,Private room,41,2,479,2021-03-28,5.75,2,29
2396734,Ballard's Unique 2 Bdrm- 2 Lofts Apt.,8403307,Mario,Ballard,Loyal Heights,47.6764,-122.3897,Entire home/apt,150,2,111,2021-02-28,1.30,2,258
2441908,Cozy Ballard Cottage - Sleeps 5,12483454,Kelly,Ballard,Whittier Heights,47.67596,-122.37093,Entire home/apt,109,3,296,2020-12-15,3.43,2,244
2446384,Ravenna Daylight Basement Suite,12509177,Susan And Joel,Other neighborhoods,Ravenna,47.68075,-122.30351,Private room,60,1,85,2021-03-15,1.50,1,123
2459519,Panoramic Views of Lakes and Mountains,12575330,Megan,Capitol Hill,Portage Bay,47.64575,-122.31858,Entire home/apt,714,30,45,2021-02-04,0.62,1,322
2471659,"Charming, split-level 1BD retreat",2824920,Gerrit & Ann,Rainier Valley,Columbia City,47.55217,-122.28502,Entire home/apt,76,2,336,2021-03-01,4.15,1,238
2474569,Elvis would have slept here,12657870,Robert,Other neighborhoods,Broadview,47.73083,-122.35559,Private room,65,1,56,2020-08-17,0.68,1,291
2481869,Your own Cottage on Queen Anne,5177328,Andrea,Queen Anne,West Queen Anne,47.63731,-122.36499,Entire home/apt,95,5,209,2021-03-24,2.48,5,22
2486612,"Quiet Second Floor ""Zen"" Apartment",301273531,Ali,Beacon Hill,North Beacon Hill,47.5739,-122.30978,Entire home/apt,85,1,286,2020-10-15,3.34,1,268
2492143,"Large bedroom with kitchen, bath & private entry",512103,Mari,Magnolia,Lawton Park,47.64879,-122.38937,Private room,95,30,54,2019-08-10,0.63,1,363
2500188,Seattle Inn walking distance to it all...,12796487,Shannon,Capitol Hill,Stevens,47.61714,-122.30959,Private room,44,30,62,2019-07-21,0.73,12,365
2536507,Alki Beach Studio Oasis Quiet Escape & Sweeping Ocean Views,5570855,Marian,West Seattle,North Admiral,47.58378,-122.39909,Entire home/apt,131,2,443,2021-03-27,5.18,2,0
2578855,Cozy Suite in Even Cozier Location!,5507715,Stephanie,Other neighborhoods,Greenwood,47.68584,-122.3504,Entire home/apt,84,3,317,2021-03-08,3.75,1,306
2586350,Seattle Apartment Close to Light Rail,2536735,,Rainier Valley,Brighton,47.53964,-122.27687,Entire home/apt,100,14,169,2020-11-25,2.04,2,336
2586642,Beacon of light in Seattle,1452570,Emily,Interbay,Interbay,47.64157,-122.37679,Entire home/apt,165,2,68,2020-04-20,0.82,2,196
2612399,Studio Loft Garden Cottage,4485958,Phil And Andrea,Central Area,Madrona,47.60929,-122.29554,Entire home/apt,77,4,382,2021-03-20,4.56,1,295
2614238,Mid Century Lakefront Condo,13386991,Kelly,Central Area,Leschi,47.5949,-122.28746,Entire home/apt,79,30,10,2018-09-30,0.12,1,232
2614387,"Artistic Hidden GEM & Best of Seattle, Super Clean",1123549,Sandy,Other neighborhoods,Fremont,47.6551,-122.34316,Private room,51,2,518,2021-03-22,6.07,2,37
2620429,2BR 2BA Downtown/Convention Center,30832,Siena C.C.,Downtown,First Hill,47.61191,-122.33043,Entire home/apt,148,3,336,2020-11-21,4.03,2,0
2630912,Seattle Rock n' Roll TWO bedrooms in Townhouse,197690,Trishann,Other neighborhoods,Bitter Lake,47.71454,-122.3552,Private room,155,59,5,2018-07-24,0.07,3,0
2638086,Desirable Basement Flat (w/ AppleTV),13364937,Kelly,West Seattle,North Admiral,47.58424,-122.38689,Entire home/apt,91,2,44,2021-02-07,0.53,1,54
2642359,Extra large private Bed/Bath and parking spot!,13266307,Parker,Other neighborhoods,View Ridge,47.68467,-122.26535,Private room,46,1,322,2021-03-12,3.93,1,72
2652941,Luna Park Upper - West Seattle,33360,Laura,West Seattle,Fairmount Park,47.56613,-122.37281,Entire home/apt,55,1,101,2021-03-17,1.20,6,311
2670365,Light-Filled Room in 1908 Victorian in Hip Capitol Hill,13669439,Matthew,Capitol Hill,Stevens,47.63058,-122.3097,Private room,65,30,268,2020-09-15,3.78,2,165
2686374,Ballard Bunkhouse 2nd flr unit near ent. district.,2231298,Chris,Ballard,Adams,47.67294,-122.38311,Entire home/apt,231,1,606,2021-03-20,7.13,3,343
2692126,Clean & Cute by Seattle Center! (Walk to Amazon),106972,Kelly,Queen Anne,East Queen Anne,47.63007,-122.34499,Entire home/apt,95,30,216,2020-08-08,2.67,2,69
2693672,Space Needle Condo,13786062,Lucy,Downtown,Belltown,47.61855,-122.34512,Entire home/apt,72,7,133,2021-03-29,1.58,3,70
2693700,Fremont Urban Oasis,13786376,Manuela,Other neighborhoods,Fremont,47.65456,-122.3594,Entire home/apt,115,2,410,2021-03-28,4.93,1,291
2720963,"4 BR Lux Home w/ Butler Service, Pool, and View.",262457482,Amadou,Magnolia,Southeast Magnolia,47.64162,-122.38972,Entire home/apt,1500,30,11,2018-08-31,0.16,1,365
2721575,Cozy Apartment near Light Rail & Lake Washington,6985440,Debbie,Rainier Valley,Columbia City,47.55977,-122.28128,Entire home/apt,78,30,280,2020-03-20,3.33,1,4
2723368,"Quiet and Green, Phinney Getaway",880937,Connie,Other neighborhoods,Phinney Ridge,47.671,-122.35972,Private room,36,30,205,2020-12-01,2.44,1,108
2727808,Fremont Cozy Cottage,13959773,Rose Michelle,Other neighborhoods,Fremont,47.65856,-122.35146,Entire home/apt,95,3,214,2020-04-03,2.54,1,242
2731253,The Pad,601600,Hal,Other neighborhoods,Fremont,47.65361,-122.34931,Entire home/apt,132,3,227,2021-03-01,2.68,2,321
2739168,Belltown Modern Studio,14015217,Elsie,Downtown,Belltown,47.61365,-122.35123,Entire home/apt,100,14,160,2015-11-23,1.91,2,273
2755730,Your own 3 Bedroom home in Fremont,3752499,,Other neighborhoods,Fremont,47.64927,-122.34782,Entire home/apt,180,7,275,2020-12-31,3.30,1,293
2760312,Roost in a Luminous Apartment with Home Gym in Artsy Fremont,14107195,Jean-Sébastien,Other neighborhoods,Fremont,47.65412,-122.35262,Entire home/apt,168,3,370,2021-03-26,4.42,1,36
2809796,Garden Cottage near beach/downtown,14372052,Kathleen,Delridge,North Delridge,47.56628,-122.36652,Entire home/apt,95,2,247,2021-03-25,2.96,1,316
2818420,"Seattle Home Near Downtown, UW",14417667,Saleem,Other neighborhoods,Wallingford,47.65991,-122.33769,Entire home/apt,99,2,22,2019-08-19,0.27,1,0
2830174,"Fun, Cozy Seattle Launchpad",3381463,Katrina,Central Area,Atlantic,47.59322,-122.30889,Private room,71,30,29,2016-05-29,0.35,1,0
2847177,Fast internet short walk to UW (209),3074414,Melissa,University District,University District,47.6611,-122.31346,Entire home/apt,78,1,19,2021-02-28,0.23,74,325
2882641,Quiet yet urban Capitol Hill house,13240442,Adam,Capitol Hill,Stevens,47.62494,-122.30343,Entire home/apt,195,4,70,2021-03-27,0.83,2,250
2905375,City View Condo-Belltown In Downtown Seattle,74305,Seattle Oasis,Downtown,Belltown,47.61457,-122.34818,Entire home/apt,177,2,79,2021-02-23,0.95,16,312
2923529,"Fremont Sunrise View; Open, Bright, & Free Parking",14926558,Sarah & Katie,Queen Anne,North Queen Anne,47.64714,-122.35336,Entire home/apt,139,2,286,2021-03-05,3.44,1,312
2935486,2-bdrm Downtown Seattle on waterfront,14015217,Elsie,Downtown,Belltown,47.61559,-122.34882,Entire home/apt,239,1,348,2021-02-28,4.19,2,300
2948548,Center UW Fast Internet Comfy 109,3074414,Melissa,University District,University District,47.662,-122.31551,Entire home/apt,82,30,37,2021-02-26,0.45,74,172
2950213,Entire artist's  apt in hip hood,15060417,Ginny,Ballard,Adams,47.66482,-122.38316,Entire home/apt,224,30,116,2020-07-08,1.40,1,269
2970666,"Spacious, MODERN,  LOCATION",1121532,Melissa,Capitol Hill,Broadway,47.6232,-122.32525,Entire home/apt,119,30,181,2021-01-31,2.19,7,357
2976798,Cozy City Bedroom and Den,2066223,Patricia,Other neighborhoods,Wallingford,47.65669,-122.32657,Private room,65,2,186,2021-03-10,2.48,1,351
2989758,Sunny Craftsman home in Fremont,1730412,Desdemona,Other neighborhoods,Fremont,47.66125,-122.35104,Entire home/apt,120,2,240,2021-01-31,2.90,1,16
2994309,Contemporary 2 Bedroom Apartment,7319622,,Other neighborhoods,Wallingford,47.66727,-122.32331,Entire home/apt,141,3,215,2020-12-29,2.57,1,263
2995996,The Blue House on Thomas Corner in Madison Valley,2781551,Ron,Central Area,Mann,47.62126,-122.29708,Entire home/apt,241,3,57,2021-02-21,0.70,3,358
3017298,Private Room near Carkeek Park,10014839,Timothy,Other neighborhoods,Greenwood,47.70338,-122.36067,Private room,33,30,8,2020-01-01,0.21,2,161
3021560,Location! Cap Hill - 1 BR + Bath,15310909,Purva,Capitol Hill,Broadway,47.62592,-122.32496,Private room,99,30,24,2016-10-30,0.42,1,365
3022564,Contemporary Studio in Columbia City,12086787,Marcus,Rainier Valley,Columbia City,47.55995,-122.28322,Entire home/apt,81,1,522,2021-03-17,6.29,1,289
3040278,"Amazing View, Amazing Location",14860162,Jenn,Queen Anne,Lower Queen Anne,47.62055,-122.35779,Entire home/apt,226,2,346,2020-06-06,4.15,1,118
3053269,Ballard Bunkhouse no cleaning fee 2 apts & Trailer,2231298,Chris,Ballard,Adams,47.67204,-122.38129,Entire home/apt,524,1,68,2020-03-15,1.09,3,345
3061918,Cape Cod Cottage - Quiet & Convenient,15566972,Scott,West Seattle,North Admiral,47.5719,-122.37893,Private room,75,30,41,2019-09-02,0.49,1,267
3121829,Kid friendly townhouse near it all,4152568,Barrie,Ballard,Adams,47.67204,-122.38053,Entire home/apt,150,20,33,2021-01-15,0.40,1,0
3124961,An Architect's Gem in West Seattle,5014920,Jeff,West Seattle,North Admiral,47.57477,-122.38185,Entire home/apt,239,30,1,2014-05-31,0.01,1,0
3139847,Midrise PIKE PLACE condo - HUGE w/ Hotel amenities,15942582,Jenell,Downtown,Belltown,47.61382,-122.35007,Entire home/apt,112,2,131,2021-03-15,1.58,2,111
3146212,Ravenna apartment near UW,15537536,Richard  & Jeri,Other neighborhoods,Ravenna,47.67674,-122.29982,Entire home/apt,65,60,71,2020-09-30,0.87,1,4
3173186,Downtown Seattle Market View Condo,9187497,Ellen,Downtown,Central Business District,47.60887,-122.33852,Entire home/apt,225,30,54,2017-08-26,0.65,1,178
3193738,Floating Home~Huge Deck~Kayaks~Bike,3979528,Amelia & Suzi,Other neighborhoods,Wallingford,47.64735,-122.33349,Entire home/apt,125,90,2,2014-12-01,0.03,1,99
3242605,Private zen den with sauna!,2733106,,West Seattle,Seaview,47.5542,-122.39059,Private room,60,30,192,2019-10-13,2.33,1,365
3254956,"1 Bedroom, 800 SqFt Apt, U.District/Wallingford",6680836,Dimple,Other neighborhoods,Wallingford,47.65431,-122.33023,Entire home/apt,89,30,49,2021-01-09,0.60,2,322
3263071,New carpet Walk to UW. Quiet Top 50,3074414,Melissa,University District,University District,47.65785,-122.31725,Entire home/apt,95,30,39,2020-11-03,0.48,74,352
3269390,Detached Private Guest Cottage in Sought-After Neighborhood,12171359,Diane,Queen Anne,West Queen Anne,47.63268,-122.3671,Entire home/apt,125,3,325,2021-03-26,3.94,3,295
3273014,Center UW Clean & bright 202,3074414,Melissa,University District,University District,47.66077,-122.31289,Entire home/apt,87,30,17,2020-09-06,0.21,74,156
3273240,Romantic Downtown Seattle Pioneer Square Loft,13697241,Bonnie,Downtown,Pioneer Square,47.6002,-122.3338,Entire home/apt,164,2,190,2021-03-28,2.31,1,215
3303376,Classy exposed brick loft w fridge/mem foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.55043,-122.31837,Private room,62,2,91,2020-09-15,1.11,7,1
3308979,"Modern City Home, Self Check-in, Hot Tub, Parking!",16708587,Jill,Queen Anne,West Queen Anne,47.62972,-122.36948,Entire home/apt,740,4,59,2020-12-01,0.73,3,88
3312406,Seattle Urban-Chic Studio Cottage,16727906,Tory,Other neighborhoods,Fremont,47.66074,-122.35705,Entire home/apt,149,2,265,2021-02-24,3.23,2,76
3379116,Enjoy a Hidden Gem in the Heart of Seattle,14138534,Jill,Cascade,Eastlake,47.64627,-122.32271,Entire home/apt,314,2,178,2020-12-11,2.23,1,230
3380159,Enjoy classic and modern interiors in this beautiful 1BD condo,8534462,Barsala,Downtown,Pike-Market,47.60796,-122.34074,Entire home/apt,157,30,118,2020-05-04,1.44,140,41
